Age,Number_of_Dependents,Zip_Code,Number_of_Referrals,Tenure_in_Months,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,CLTV,ARPU,LongDistanceChargeRatio,Gender_Male,Married_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone_Service_Yes,Multiple_Lines_Yes,Internet_Service_Yes,Internet_Type_DSL,Internet_Type_Fiber Optic,Online_Security_Yes,Online_Backup_Yes,Device_Protection_Plan_Yes,Premium_Tech_Support_Yes,Streaming_TV_Yes,Streaming_Movies_Yes,Streaming_Music_Yes,Unlimited_Data_Yes,Contract_One Year,Contract_Two Year,Paperless_Billing_Yes,Payment_Method_Credit Card,Payment_Method_Mailed Check
-0.4483642680761578,1.5905829883125044,-1.1752820358603098,1.0157103913654388,-1.0752414172472635,1.2703958608590862,0.24838690656818396,0.8782579835395085,-0.7719926190747659,-0.24831296685183657,-0.2733003739486541,-0.586604409702064,-0.7856538118306962,-0.785046030503647,1.182452427481195,0.23890939212581525,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.38749842237865134,-0.48683490444316896,-0.9226745889354506,-0.6504085499394767,0.10648732947576901,0.022904527766360712,-0.20654635298640286,0.37669605455368915,0.15695471592627752,-0.24831296685183657,-0.2733003739486541,0.1503670522273033,0.16686588350922546,0.16756722027985513,0.3407446616907264,0.18143088076552094,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6860208118267975,-0.48683490444316896,1.1358875904820576,-0.6504085499394767,-0.5455009445783179,-0.4119604087694836,-0.3202796678750496,-1.3988011253705523,-0.8414965288453957,-0.24831296685183657,-0.2733003739486541,-0.4561768086855222,-0.8020866151435223,-0.8014804478284572,-1.3746759626431553,0.4575881097383243,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
0.566611856047539,-0.48683490444316896,-0.7853293885818492,-0.6504085499394767,-0.4232531431931766,0.41164742557870665,-0.8320795848739598,0.48886645400738676,-0.30013829829860117,-0.24831296685183657,1.7184779101162992,-0.09614843710571841,-0.2500623993533697,-0.2494020128230714,0.4801456047301886,0.20466593826583476,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.8662956133035624,-0.48683490444316896,-0.5273358553686136,1.682157967887405,-0.17875754042289402,0.30256514351836844,-0.03594638065343281,-0.08640745176229069,-0.21832226736860258,-0.24831296685183657,-0.2733003739486541,0.06966777943749959,-0.15380414749246843,-0.15313430658186156,0.1256828970302443,0.24397858649641177,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.030432922848753225,-0.48683490444316896,0.8229559771273813,-0.6504085499394767,-0.8714950816053614,0.28499484305227385,-0.3202796678750496,-1.3891865197030926,-0.9145307959377084,-0.24831296685183657,-0.2733003739486541,-0.5129686856722576,-0.8766345788553624,-0.8760357335598284,-1.130409348594972,0.6590208287132095,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.2830655907230897,-0.48683490444316896,1.1671268909546413,-0.6504085499394767,-1.2382384857607853,0.513408749111505,0.020920276790890546,-0.22581923394045772,-0.9541369921403371,-0.24831296685183657,-0.2733003739486541,-0.8098503487722177,-0.9956886332727779,-0.9951014813363687,0.07644038688669101,0.28258348153800883,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.09013740073838244,2.6292919346903414,-0.4858629909481144,2.6818293326703544,1.614210213225845,0.9599872192914131,1.6131866852319445,0.6603269217437533,1.635512491713549,-0.24831296685183657,-0.2733003739486541,2.333310729882171,1.981378259167518,1.9822578153608197,0.9152864753500934,0.23316099566414522,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
-1.284226958530967,-0.48683490444316896,-0.5025598584420816,2.6818293326703544,-0.17875754042289402,0.6473822901654774,1.5563200277876212,1.0577306226654244,0.1782692482559372,-0.24831296685183657,-0.2733003739486541,0.22544383469978474,0.20590949817729576,0.20661466976909196,1.1506949370977635,0.18814604413983224,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.32779394448902216,-0.48683490444316896,1.1725129772430178,2.348605544409371,0.39173219937443204,1.2030430424057228,-0.7752129274296364,0.9872235144373863,0.7653014766520029,-0.24831296685183657,-0.2733003739486541,1.1571235537525602,0.9455287536554604,0.9463065698422876,1.3541596977535233,0.22724567958649522,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.2830655907230897,-0.48683490444316896,0.0958343281965504,-0.6504085499394767,-1.2789877528891658,0.4028622753456592,0.3052535640125073,0.8237752180905696,-0.9669124726981766,-0.24831296685183657,-0.2733003739486541,-0.8491250973123374,-1.0173989214218389,-1.016813901846207,0.8747240364810873,0.1841726609781929,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5069073781579098,-0.48683490444316896,1.2565359233416917,-0.31718476167849363,0.024988795219008143,0.1517533978510555,-0.4340129827636963,0.8862701549290584,0.3016993661152717,-0.24831296685183657,4.905323164620224,0.15981661578582831,0.3295185246259851,0.33023583696128145,0.903382904322479,0.16436991651626554,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.09013740073838244,1.5905829883125044,1.361564605965034,-0.31718476167849363,0.962221939171758,-0.14547751836704712,-0.6614796125409897,-0.12166100587630997,0.5194341539300573,4.182181045374764,-0.2733003739486541,0.6193488916369007,0.5799302935452917,0.5684511103426956,-0.11877916251699673,0.20261578302477184,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.2680894665993929,-0.48683490444316896,0.33443795077163047,-0.6504085499394767,-1.0752414172472635,-0.20624147414562458,-0.718346269985313,-0.41009917590010375,-0.87920515798762,-0.24831296685183657,-0.2733003739486541,-0.7295526824336513,-0.9126939015029428,-0.9120985979146744,-0.5068975343937535,0.22516139916598238,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.284226958530967,-0.48683490444316896,0.9392954409563143,-0.6504085499394767,-0.46400241032155704,-1.5716002395317357,1.4994533703432977,0.3750936202757793,-0.31317855565556696,-0.24831296685183657,-0.2733003739486541,-0.8039679954570359,-0.4869872625800762,-0.48635014655093695,-0.2802951262397207,0.053741754223299076,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.7607014138401236,-0.48683490444316896,-0.7303913084404087,-0.31718476167849363,-0.7899965473486005,-1.7026453971746922,-1.1164128720955766,0.8157630467010197,-0.49029216953774024,-0.24831296685183657,-0.2733003739486541,-0.8622599906586873,-0.6442995916601697,-0.6436779266760847,0.09189642824461515,0.04190782650949546,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.38749842237865134,-0.48683490444316896,-0.7255438307808698,0.34926281484347255,0.3509829322460516,-0.8417006743360504,-0.49087964020801966,0.724424292860152,0.4671848655691523,-0.24831296685183657,-0.2733003739486541,-0.24411679047777235,0.2956721155935985,0.29638610357158646,0.1824115709102686,0.10242191206050229,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.508068745965787,-0.48683490444316896,-0.8467307722693416,-0.6504085499394767,1.532711678969084,-0.8292550448392334,-1.2301461869842232,0.8542214693708591,1.8117655809985618,-0.24831296685183657,3.710256194181252,0.22312869162794605,1.5321358528830564,1.5329712849781363,0.4995022756902,0.1002112390948991,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.1051135248620794,-0.48683490444316896,1.20644532085979,-0.6504085499394767,-0.8714950816053614,-1.0737750596590516,1.3288533980103276,0.4936737568411168,-0.5962249539214842,-0.24831296685183657,-0.2733003739486541,-0.7541215476858165,-0.6961320320160469,-0.6955154579576122,0.1788350785691211,0.09087400636126355,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.508068745965787,-0.48683490444316896,0.9866930002940277,-0.6504085499394767,0.10648732947576901,0.8560296082003525,-1.2870128444285467,1.1426596393946529,0.5523326712214889,-0.24831296685183657,-0.2733003739486541,0.6208371978973684,0.6186109066108695,0.6193566132840097,1.3705506605320679,0.19673307558522965,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
-1.4036359143102255,-0.48683490444316896,-1.1472743871607518,1.3489341796264218,-0.1380082732945136,0.21910621630441846,-0.3202796678750496,-1.3971986910926424,-0.7679989023546123,-0.24831296685183657,-0.2733003739486541,0.0647067585692739,-0.5900343424875889,-0.5894073476300302,-1.1634567910872315,0.6469450523656936,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2680894665993929,0.5518740419346677,-1.5383042516968874,2.6818293326703544,1.4512131447123233,1.6020352821566242,-0.3202796678750496,-1.4180303367054718,-0.4358805373173042,-0.24831296685183657,-0.2733003739486541,2.858942702825126,0.49834219298511456,0.4990760869966298,-0.6266129156764898,1.0988083197433698,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.9260000911931916,-0.48683490444316896,1.0071601281898586,-0.6504085499394767,-0.8307458144769809,-1.6221148533717578,0.020920276790890546,0.6731463959670327,-0.5573689586497131,-0.24831296685183657,-0.2733003739486541,-0.8484045680909998,-0.693259432796324,-0.6926425765943329,-0.021471082316133077,0.04803584293796775,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.7468866575243039,-0.48683490444316896,-0.6582177521761632,-0.6504085499394767,-0.1380082732945136,-1.0737750596590516,0.020920276790890546,-0.4693892441827723,-0.4221783379625229,-0.24831296685183657,-0.2733003739486541,-0.5402306765386024,-0.4952664914369207,-0.49463018858459235,-0.9027255211841606,0.125411047899984,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.04540904697245,0.5518740419346677,-0.6743760110412927,-0.6504085499394767,-1.2789877528891658,-0.47345646040081507,1.3288533980103276,-1.2465698689691056,-0.9954201080707653,-0.24831296685183657,2.5151892237422806,-0.884832635609114,-1.0260655846813436,-1.0254814163359063,0.18324024023378732,-1.9181265625249466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.582749347979113,-0.48683490444316896,-0.014041832086330733,-0.31718476167849363,-0.9937428829905026,0.2666924467334252,-0.3202796678750496,-1.403608428204282,-0.9356908751345445,-0.24831296685183657,-0.2733003739486541,-0.6167485174537587,-0.9240377015808284,-0.9234435121682074,-1.1068170495934726,0.667633632981763,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.880110369619382,-0.48683490444316896,1.3577943455631705,-0.6504085499394767,0.18798586373252987,0.16273483564236457,-0.4340129827636963,0.40553987155606874,0.24764076962700407,-0.24831296685183657,-0.2733003739486541,0.2929964021887905,0.280740184291077,0.28145270567108976,0.43523355148934756,0.19076461512580642,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6860208118267975,2.6292919346903414,0.7830989385933951,-0.31718476167849363,-0.34175460893641574,-1.2707088440498633,-0.3202796678750496,-1.2625942117482054,-0.7375495704550983,-0.24831296685183657,-0.2733003739486541,-0.6759027853301255,-0.7847986638248248,-0.784190798506073,-1.5420693854311058,0.16916200769812306,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.08897603293050522,-0.48683490444316896,-0.22948528362139176,-0.31718476167849363,1.4512131447123233,-0.07739260406092982,-0.14967969554207952,1.5881363686536234,2.4604908035910342,-0.24831296685183657,-0.2733003739486541,1.0163723045483297,2.2447394121757336,2.2456448354136875,1.4224920395825822,0.12703487450373716,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.030432922848753225,-0.48683490444316896,-1.8690099498032062,-0.6504085499394767,-0.9122443487337418,-0.47345646040081507,0.3052535640125073,-1.092736178289749,-0.8936796230065194,-0.24831296685183657,1.3201222533033086,-0.884832635609114,-0.9560656122007295,-0.9554745685344899,-1.6318002922034975,-1.9181265625249466,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
